Date,Open,High,Low,Close,Volume
09-03-2023,94.49,95.92,92.36,92.66,24438890
10-03-2023,92.5,93.18,90.8,91.01,32850092
13-03-2023,90.57,93.08,89.94,91.66,31508570
14-03-2023,93.07,94.83,92.78,94.25,32303881
15-03-2023,93.54,97.25,93.04,96.55,38367334
16-03-2023,96.57,101.97,95.87,101.07,54588200
17-03-2023,100.84,103.49,100.75,102.46,76140310
20-03-2023,101.06,102.58,100.79,101.93,26033916
21-03-2023,101.98,105.96,101.86,105.84,33122800
22-03-2023,105.14,107.51,104.21,104.22,32336877
23-03-2023,105.89,107.1,105.41,106.26,31385817
24-03-2023,105.74,106.16,104.74,106.06,25245010
27-03-2023,105.32,105.4,102.63,103.06,25393417
28-03-2023,103,103,100.28,101.36,24913480
29-03-2023,102.72,102.82,101.03,101.9,26148300
30-03-2023,101.44,101.61,100.29,101.32,25009829
31-03-2023,101.71,104.19,101.44,104,28107953
03-04-2023,102.67,104.95,102.38,104.91,20719861
04-04-2023,104.84,106.1,104.6,105.12,20377231
05-04-2023,106.12,106.54,104.1,104.95,21864200
06-04-2023,105.77,109.63,104.82,108.9,34684150
10-04-2023,107.39,107.97,105.6,106.95,19741517
11-04-2023,106.92,107.22,105.28,106.12,18721278
12-04-2023,107.39,107.59,104.97,105.22,22761569
13-04-2023,106.47,108.27,106.44,108.19,21650747
14-04-2023,107.69,109.58,107.59,109.46,20758686
17-04-2023,105.43,106.71,105.32,106.42,29043443
18-04-2023,107,107.05,104.78,105.12,17641369
19-04-2023,104.22,105.73,103.8,105.02,16732016
20-04-2023,104.65,106.89,104.64,105.9,22515331
21-04-2023,106.09,106.64,105.49,105.91,22379018
24-04-2023,106.05,107.32,105.36,106.78,21410908
25-04-2023,106.61,107.44,104.56,104.61,31408119
26-04-2023,105.56,107.02,103.27,104.45,37068168
27-04-2023,105.23,109.15,104.42,108.37,38235220
28-04-2023,107.8,108.29,106.04,108.22,23957872
01-05-2023,107.72,108.68,107.5,107.71,20926259
02-05-2023,107.66,107.73,104.5,105.98,20343116
03-05-2023,106.22,108.13,105.62,106.12,17116333
04-05-2023,106.16,106.3,104.7,105.21,19780637
05-05-2023,105.32,106.44,104.74,106.22,20710627
08-05-2023,105.8,108.42,105.79,108.24,17266021
09-05-2023,108.78,110.6,107.73,107.94,24782442
10-05-2023,108.55,113.51,108.48,112.28,47533463
11-05-2023,115.86,118.44,114.93,116.9,57115075
12-05-2023,117,118.26,116.55,117.92,31293778
15-05-2023,116.49,118.8,116.48,116.96,22107865
16-05-2023,116.83,121.2,116.83,120.09,32370113
17-05-2023,120.18,122.28,119.46,121.48,26659564
18-05-2023,121.56,123.9,121.49,123.52,27014468
19-05-2023,124.2,126.48,122.72,123.25,30268864
22-05-2023,123.51,127.05,123.45,125.87,29760236
23-05-2023,124.93,125.42,123.05,123.29,24477945
24-05-2023,121.88,122.75,120.75,121.64,23087925
25-05-2023,125.21,125.98,122.9,124.35,33812730
26-05-2023,124.07,126,123.29,125.43,25169036
30-05-2023,126.29,126.38,122.89,124.64,27230726
31-05-2023,123.7,124.9,123.1,123.37,41548759
01-06-2023,123.5,125.04,123.3,124.37,25017674
02-06-2023,124.49,126.75,124.35,125.23,19367453
05-06-2023,124.61,127.99,124.38,126.63,22672516
06-06-2023,126.6,128.88,125.97,127.91,19450128
07-06-2023,127.58,129.55,122.63,122.94,34179348
08-06-2023,122.59,123.73,122.01,122.67,24814996
09-06-2023,122.56,124.29,122.42,122.87,20313676
12-06-2023,123.4,124.75,122.35,124.35,22289632
13-06-2023,125.65,125.86,123.85,124.43,19287650
14-06-2023,123.8,124.79,122.16,124.38,24659620
15-06-2023,123.88,126.16,123.14,125.79,24517071
16-06-2023,126.7,126.7,123.79,124.06,56699200
20-06-2023,123.54,125.18,122.83,123.85,22698028
21-06-2023,123.24,123.41,120.86,121.26,22612002
22-06-2023,120.66,123.94,119.6,123.87,20781888
23-06-2023,122.04,123.44,121.86,123.02,29573123
26-06-2023,121.47,122.72,118.99,119.09,23184961
27-06-2023,117.84,119.9,116.91,119.01,27221714
28-06-2023,117.96,121.27,117.6,121.08,19753145
29-06-2023,120.09,120.91,119.21,120.01,18517458
30-06-2023,121.1,122.03,120.88,120.97,23871764
03-07-2023,120.32,121.02,119.71,120.56,13888262
05-07-2023,120.06,123.37,120.06,122.63,17830347
06-07-2023,120.64,121.15,119.25,120.93,17750181
07-07-2023,120.89,121.75,120.09,120.14,20997665
10-07-2023,119.07,119.07,116.64,116.87,32960078
11-07-2023,116.76,118.23,115.83,117.71,18286571
12-07-2023,119.3,120.96,119,119.62,22059611
13-07-2023,121.54,125.34,121.06,124.83,31535853
14-07-2023,125.13,127.09,124.9,125.7,20499780
17-07-2023,126.06,127.28,124.5,125.06,20675297
18-07-2023,124.91,124.99,123.3,124.08,21071248
19-07-2023,124.79,125.47,122.47,122.78,22313803
20-07-2023,122.12,124.7,118.69,119.53,27541711
21-07-2023,120.87,121.3,119.07,120.31,56514645
24-07-2023,121.93,123.35,121.38,121.88,22312220
25-07-2023,121.88,123.69,121.53,122.79,31820846
26-07-2023,130.36,131.37,128.71,129.66,46216895
27-07-2023,131.8,133.6,129.18,129.87,35931612
28-07-2023,130.97,134.07,130.92,133.01,26971011
31-07-2023,133.01,133.83,132.13,133.11,18381891
01-08-2023,130.85,132.92,130.75,131.89,22219012
02-08-2023,129.84,130.42,127.85,128.64,22705778
03-08-2023,128.37,129.77,127.78,128.77,15086132
04-08-2023,129.6,131.93,128.32,128.54,20521852
07-08-2023,129.51,132.06,129.43,131.94,17621041
08-08-2023,130.98,131.94,130.13,131.84,16835952
09-08-2023,132.19,132.47,129.51,130.15,17745218
10-08-2023,131.97,132.65,130.04,130.21,17855681
11-08-2023,129.2,130.44,128.75,130.17,15205465
14-08-2023,129.85,131.91,129.59,131.83,17526195
15-08-2023,131.59,131.99,129.82,130.27,14769173
16-08-2023,129.28,130.9,128.46,129.11,17548355
17-08-2023,130.45,132.49,129.85,130.46,23665562
18-08-2023,129.06,129.83,127,128.11,23627202
21-08-2023,127.85,129.26,127.16,128.93,21851070
22-08-2023,129.13,130.95,128.93,129.69,15569373
23-08-2023,130.85,134.07,130.51,133.21,26497027
24-08-2023,134.73,134.97,130.3,130.42,18680381
25-08-2023,130.14,131.4,128.04,130.69,20678096
28-08-2023,132.08,133.24,130.85,131.79,16715467
29-08-2023,133,137.29,132.98,135.49,30803265
30-08-2023,135.57,137.25,135.02,136.93,21773356
31-08-2023,137.05,138.4,136.82,137.35,28147850
01-09-2023,138.43,138.58,135.94,136.8,16671647
05-09-2023,136.44,137.37,135.56,136.71,17730218
06-09-2023,137.01,137.48,134.69,135.37,15814327
07-09-2023,134.6,136.58,133.96,136.2,16975956
08-09-2023,135.87,137.51,135.87,137.2,17820005
11-09-2023,137.38,138.26,136.55,137.74,17180755
12-09-2023,137.13,137.64,135.93,136.07,15212934
13-09-2023,135.9,137.7,134.93,137.5,16394915
14-09-2023,138.39,139.55,137.06,138.99,19064607
15-09-2023,138.8,139.36,137.18,138.3,48958837
18-09-2023,137.63,139.93,137.63,138.96,16233590
19-09-2023,138.25,139.18,137.5,138.83,15484644
20-09-2023,138.83,138.84,134.52,134.59,21473533
21-09-2023,132.39,133.19,131.09,131.36,22058375
22-09-2023,131.68,133.01,130.51,131.25,17355284
25-09-2023,130.77,132.22,130.03,132.17,14650032
26-09-2023,130.91,131.41,128.19,129.45,20378789
27-09-2023,129.44,131.72,129.38,131.46,18764201
28-09-2023,130.69,134.18,130.69,133.13,18201389
29-09-2023,134.08,134.89,131.32,131.85,23237336
02-10-2023,132.16,135.36,132.07,135.17,19210394
03-10-2023,134.93,135.24,132.82,133.3,19628736
04-10-2023,133.66,136.57,133.43,136.27,22847987
05-10-2023,136.13,136.5,134.46,135.99,15922944
06-10-2023,134.94,139.19,134.94,138.73,20826683
09-10-2023,137.99,139.97,136.7,139.5,16599099
10-10-2023,139.51,140.74,138.43,139.2,19554916
11-10-2023,139.85,142.22,139.84,141.7,20146341
12-10-2023,142.16,142.38,139.45,140.29,18173107
13-10-2023,140.65,141.34,137.97,138.58,19447565
16-10-2023,139.73,140.91,139.32,140.49,17345556
17-10-2023,140.03,141.25,138.53,140.99,17424024
18-10-2023,140.75,141.99,138.71,139.28,18304869
19-10-2023,139.8,141.01,138.6,138.98,21831181
20-10-2023,138.59,139.04,136.25,136.74,24970263
23-10-2023,136.23,139.02,135.11,137.9,20780665
24-10-2023,139.16,140.71,138.75,140.12,26535198
25-10-2023,129.77,130.1,126.09,126.67,58796067
26-10-2023,124.47,125.46,122.32,123.44,33907363
27-10-2023,124.03,124.44,121.46,123.4,37367673
30-10-2023,124.46,126.55,123.88,125.75,24165631
31-10-2023,126.27,126.56,123.93,125.3,21123418
01-11-2023,125.34,127.74,124.93,127.57,26536604
02-11-2023,129.56,130.09,128.11,128.58,24091672
03-11-2023,129.09,130.73,129.01,130.37,19529448
06-11-2023,130.22,131.56,129.93,131.45,15360362
07-11-2023,131.98,133.28,131.14,132.4,19223786
08-11-2023,132.36,133.54,132.16,133.26,15093598
09-11-2023,133.36,133.96,131.51,131.69,17976533
10-11-2023,131.53,134.27,130.87,134.06,20879838
13-11-2023,133.36,134.11,132.77,133.64,16409856
14-11-2023,135.65,137.24,135.1,135.43,22317345
15-11-2023,136.64,136.84,135.33,136.38,15840883
16-11-2023,136.96,138.88,136.08,138.7,17615068
17-11-2023,137.82,138,135.48,136.94,25590191
20-11-2023,135.5,138.43,135.49,137.92,19589006
21-11-2023,137.94,138.97,137.71,138.62,17648067
22-11-2023,139.1,141.1,139,140.02,17310209
24-11-2023,139.54,139.68,137.47,138.22,8828640
27-11-2023,137.57,139.63,137.54,138.05,17886389
28-11-2023,137.63,138.66,137.04,138.62,17046868
29-11-2023,138.99,139.67,136.29,136.4,21014715
30-11-2023,136.4,136.96,132.79,133.92,29913531
01-12-2023,133.32,133.5,132.15,133.32,24267987
04-12-2023,131.29,131.45,129.4,130.63,24117083
05-12-2023,130.37,133.54,129.73,132.39,19235145
06-12-2023,132.9,133.31,131.31,131.43,16360648
07-12-2023,136.6,140,136.23,138.45,38419426
08-12-2023,135.66,137.99,135.57,136.64,23016139
11-12-2023,133.82,134.79,132.89,134.7,24502860
12-12-2023,133.27,134.54,132.83,133.64,26583981
13-12-2023,134.54,134.78,132.95,133.97,25414461
14-12-2023,134.77,135.04,131.06,133.2,29619098
15-12-2023,132.92,134.83,132.63,133.84,58594004
18-12-2023,133.86,138.38,133.77,137.19,25699767
19-12-2023,138,138.77,137.45,138.1,20661000
20-12-2023,140.33,143.08,139.41,139.66,33507342
21-12-2023,140.77,142.03,140.47,141.8,18101476
22-12-2023,142.13,143.25,142.06,142.72,18513524
26-12-2023,142.98,143.95,142.5,142.82,11170066
27-12-2023,142.83,143.32,141.05,141.44,17288358
28-12-2023,141.85,142.27,140.83,141.28,12192549
29-12-2023,140.68,141.44,139.9,140.93,14880961
02-01-2024,139.6,140.61,137.74,139.56,20071885
03-01-2024,138.6,141.09,138.43,140.36,18974308
04-01-2024,139.85,140.64,138.01,138.04,18253331
05-01-2024,138.35,138.81,136.85,137.39,15439475
08-01-2024,138,140.64,137.88,140.53,17645293
09-01-2024,140.06,142.8,139.79,142.56,19579667
10-01-2024,142.52,144.53,142.46,143.8,16641881
11-01-2024,144.9,146.66,142.22,143.67,17471130
12-01-2024,144.34,144.74,143.36,144.24,13998729
16-01-2024,143.43,145.84,143.06,144.08,19198939
17-01-2024,142.91,143.41,140.51,142.89,17884548
18-01-2024,143.44,145.59,143.35,144.99,18876800
19-01-2024,146.31,148.04,145.8,147.97,27181032
22-01-2024,148.71,150.01,147.58,147.71,21829232
23-01-2024,147.72,148.86,147.19,148.68,14113649
24-01-2024,150.29,151.57,149.84,150.35,19245031
25-01-2024,151.74,154.76,151.22,153.64,21495120
26-01-2024,152.87,154.11,152.8,153.79,19494488
29-01-2024,153.64,155.2,152.92,154.84,20909258
